100		0.000000		0.000000
200		0.000000		0.000000
300		0.000000		0.000000
400		0.001000		0.000000
500		0.000000		0.000000
600		0.000000		0.000000
700		0.000000		0.001000
800		0.000000		0.000000
900		0.000000		0.001000
1000		0.000000		0.001000
1100		0.000000		0.002000
1200		0.000000		0.001000
1300		0.001000		0.002000
1400		0.001000		0.003000
1500		0.001000		0.002000
1600		0.001000		0.003000
1700		0.002000		0.003000
1800		0.001000		0.003000
1900		0.002000		0.004000
2000		0.002000		0.003000
2100		0.002000		0.005000
2200		0.002000		0.004000
2300		0.003000		0.005000
2400		0.003000		0.005000
2500		0.003000		0.006000
2600		0.003000		0.006000
2700		0.003000		0.006000
2800		0.004000		0.008000
2900		0.004000		0.008000
3000		0.004000		0.009000
3100		0.005000		0.010000
3200		0.005000		0.009000
3300		0.006000		0.011000
3400		0.005000		0.011000
3500		0.006000		0.013000
3600		0.007000		0.013000
3700		0.007000		0.013000
3800		0.007000		0.014000
3900		0.008000		0.015000
4000		0.008000		0.016000
4100		0.010000		0.018000
4200		0.009000		0.017000
4300		0.009000		0.019000
4400		0.011000		0.019000
4500		0.011000		0.020000
4600		0.011000		0.021000
4700		0.011000		0.022000
4800		0.013000		0.023000
4900		0.013000		0.024000
5000		0.014000		0.025000
5100		0.014000		0.026000
5200		0.014000		0.027000
5300		0.015000		0.027000
5400		0.015000		0.028000
5500		0.017000		0.030000
5600		0.016000		0.032000
5700		0.016000		0.031000
5800		0.017000		0.033000
5900		0.017000		0.033000
6000		0.018000		0.035000
6100		0.019000		0.036000
6200		0.020000		0.037000
6300		0.021000		0.037000
6400		0.023000		0.041000
6500		0.021000		0.041000
6600		0.021000		0.043000
6700		0.023000		0.042000
6800		0.023000		0.044000
6900		0.025000		0.046000
7000		0.024000		0.048000
7100		0.025000		0.049000
7200		0.027000		0.050000
7300		0.026000		0.050000
7400		0.028000		0.052000
7500		0.028000		0.054000
7600		0.029000		0.054000
7700		0.030000		0.057000
7800		0.031000		0.057000
7900		0.030000		0.059000
8000		0.031000		0.061000
8100		0.034000		0.063000
8200		0.033000		0.064000
8300		0.035000		0.065000
8400		0.035000		0.066000
8500		0.037000		0.069000
8600		0.037000		0.073000
8700		0.039000		0.072000
8800		0.039000		0.074000
8900		0.040000		0.077000
9000		0.041000		0.079000
9100		0.042000		0.080000
9200		0.044000		0.079000
9300		0.043000		0.080000
9400		0.045000		0.085000
9500		0.046000		0.086000
9600		0.046000		0.087000
9700		0.048000		0.088000
9800		0.049000		0.092000
9900		0.049000		0.093000
10000		0.050000		0.095000
10100		0.051000		0.097000
10200		0.051000		0.099000
10300		0.054000		0.101000
10400		0.054000		0.104000
10500		0.055000		0.103000
10600		0.057000		0.107000
10700		0.056000		0.108000
10800		0.060000		0.111000
10900		0.060000		0.112000
11000		0.060000		0.116000
11100		0.062000		0.116000
11200		0.063000		0.118000
11300		0.065000		0.120000
11400		0.065000		0.123000
11500		0.069000		0.126000
11600		0.068000		0.127000
11700		0.069000		0.133000
11800		0.069000		0.130000
11900		0.071000		0.137000
12000		0.074000		0.137000
12100		0.073000		0.139000
12200		0.075000		0.139000
12300		0.075000		0.142000
12400		0.077000		0.145000
12500		0.078000		0.147000
12600		0.080000		0.149000
12700		0.082000		0.154000
12800		0.082000		0.154000
12900		0.085000		0.159000
13000		0.086000		0.162000
13100		0.088000		0.164000
13200		0.092000		0.165000
13300		0.093000		0.169000
13400		0.092000		0.173000
13500		0.091000		0.173000
13600		0.093000		0.175000
13700		0.094000		0.178000
13800		0.095000		0.179000
13900		0.098000		0.187000
14000		0.100000		0.185000
14100		0.102000		0.195000
14200		0.105000		0.192000
14300		0.106000		0.195000
14400		0.106000		0.198000
14500		0.105000		0.198000
14600		0.108000		0.205000
14700		0.109000		0.204000
14800		0.113000		0.210000
14900		0.114000		0.212000
15000		0.112000		0.214000
15100		0.113000		0.217000
15200		0.115000		0.223000
15300		0.120000		0.222000
15400		0.119000		0.228000
15500		0.128000		0.232000
15600		0.123000		0.229000
15700		0.127000		0.238000
15800		0.125000		0.239000
